"trial","word","ink","cond","corr","rt","ID","coat","wordRepeat","inkRepeat","AGCond","LastCond","location"
148,"RED","blue","incongruent",1,549.644712359,107,"y","y","n","Inc","Neu",3
149,"BLUE","blue","congruent",1,584.130258299,107,"y","n","y","Neu","Inc",3
150,"BLUE","blue","congruent",1,567.353289109,107,"y","y","y","Neu","Neu",3
1,"XXXX","red","neutral",1,600.610164925,108,"y","n","n","Neu",NA,3
2,"XXXX","blue","neutral",1,583.197687753,108,"y","y","n","Neu","Neu",3
3,"XXXX","red","neutral",1,451.379928738,108,"y","y","n","Neu","Neu",3
4,"RED","red","congruent",1,517.6354344,108,"y","n","y","Neu","Neu",3
5,"RED","red","congruent",1,434.470789507,108,"y","y","y","Neu","Neu",3
6,"XXXX","red","neutral",1,433.501326479,108,"y","n","y","Neu","Neu",3
7,"RED","red","congruent",1,400.814836379,108,"y","n","y","Neu","Neu",3
8,"RED","red","congruent",1,434.03770728,108,"y","y","y","Neu","Neu",3
9,"XXXX","red","neutral",1,367.141881026,108,"y","n","y","Neu","Neu",3
10,"BLUE","red","incongruent",1,400.964971632,108,"y","n","y","Inc","Neu",3
11,"BLUE","red","incongruent",1,566.823966336,108,"y","y","y","Inc","Inc",3
12,"BLUE","red","incongruent",1,384.708022233,108,"y","y","y","Inc","Inc",3
13,"RED","blue","incongruent",1,533.35439926,108,"y","n","n","Inc","Inc",3
14,"BLUE","blue","congruent",1,350.364590995,108,"y","n","y","Neu","Inc",3
15,"XXXX","red","neutral",1,449.620652013,108,"y","n","n","Neu","Neu",3
16,"XXXX","red","neutral",1,583.226238843,108,"y","y","y","Neu","Neu",3
17,"XXXX","blue","neutral",1,500.986144412,108,"y","y","n","Neu","Neu",3
18,"XXXX","red","neutral",1,533.525707666,108,"y","y","n","Neu","Neu",3
19,"XXXX","red","neutral",1,416.589941829,108,"y","y","y","Neu","Neu",3
20,"RED","red","congruent",1,417.954952922,108,"y","n","y","Neu","Neu",3
21,"XXXX","red","neutral",1,416.312127374,108,"y","n","y","Neu","Neu",3
22,"XXXX","blue","neutral",1,450.355288107,108,"y","y","n","Neu","Neu",3
23,"XXXX","blue","neutral",1,400.970425457,108,"y","y","y","Neu","Neu",3
24,"BLUE","red","incongruent",1,817.291534971,108,"y","n","n","Inc","Neu",3
25,"BLUE","blue","congruent",1,432.828926016,108,"y","y","n","Neu","Inc",3
26,"RED","blue","incongruent",1,1134.41593247,108,"y","n","y","Inc","Neu",3
27,"BLUE","blue","congruent",1,533.652424347,108,"y","n","y","Neu","Inc",3
28,"RED","red","congruent",1,667.025750969,108,"y","n","n","Neu","Neu",3
29,"RED","blue","incongruent",1,616.680728737,108,"y","y","n","Inc","Neu",3
30,"BLUE","red","incongruent",1,566.420397721,108,"y","n","n","Inc","Inc",3
31,"XXXX","red","neutral",1,517.432687804,108,"y","n","y","Neu","Inc",3
32,"RED","blue","incongruent",1,516.802954022,108,"y","n","n","Inc","Neu",3
33,"RED","red","congruent",1,483.292965684,108,"y","y","n","Neu","Inc",3
34,"XXXX","red","neutral",1,617.737128865,108,"y","n","y","Neu","Neu",3
35,"XXXX","blue","neutral",1,500.699347816,108,"y","y","n","Neu","Neu",3
36,"XXXX","blue","neutral",1,467.382482253,108,"y","y","y","Neu","Neu",3
37,"BLUE","red","incongruent",1,467.360025737,108,"y","n","n","Inc","Neu",3
38,"RED","blue","incongruent",1,633.085246664,108,"y","n","n","Inc","Inc",3
39,"XXXX","blue","neutral",1,433.270028327,108,"y","n","y","Neu","Inc",3
40,"BLUE","blue","congruent",1,416.627795901,108,"y","n","y","Neu","Neu",3
41,"RED","blue","incongruent",1,432.786259335,108,"y","n","y","Inc","Neu",3
42,"RED","red","congruent",1,600.61850585,108,"y","y","n","Neu","Inc",3
43,"XXXX","blue","neutral",1,1617.5661413,108,"y","n","n","Neu","Neu",3
44,"BLUE","blue","congruent",1,517.400607467,108,"y","n","y","Neu","Neu",3
45,"RED","red","congruent",1,633.604945615,108,"y","n","n","Neu","Neu",3
46,"RED","red","congruent",1,884.785656352,108,"y","y","y","Neu","Neu",3
47,"RED","red","congruent",1,450.226646382,108,"y","y","y","Neu","Neu",3
48,"RED","blue","incongruent",1,466.759806033,108,"y","y","n","Inc","Neu",3
49,"RED","red","congruent",1,466.581440065,108,"y","y","n","Neu","Inc",3
50,"RED","blue","incongruent",1,568.062902894,108,"y","y","n","Inc","Neu",3
51,"BLUE","blue","congruent",1,450.538786594,108,"y","n","y","Neu","Inc",3
52,"BLUE","blue","congruent",1,517.025911249,108,"y","y","y","Neu","Neu",3
53,"XXXX","red","neutral",1,534.182067961,108,"y","n","n","Neu","Neu",3
54,"RED","blue","incongruent",1,417.647945695,108,"y","n","n","Inc","Neu",3
55,"RED","blue","incongruent",1,467.446321622,108,"y","y","y","Inc","Inc",3
56,"BLUE","red","incongruent",1,566.870161798,108,"y","n","n","Inc","Inc",3
57,"BLUE","blue","congruent",1,483.025095891,108,"y","y","n","Neu","Inc",3
58,"XXXX","blue","neutral",1,434.700804297,108,"y","n","y","Neu","Neu",3
59,"XXXX","blue","neutral",1,416.460016742,108,"y","y","y","Neu","Neu",3
60,"XXXX","blue","neutral",1,417.392266449,108,"y","y","y","Neu","Neu",3
61,"RED","blue","incongruent",1,335.079350509,108,"y","n","y","Inc","Neu",3
62,"BLUE","red","incongruent",1,400.426987093,108,"y","n","n","Inc","Inc",3
63,"BLUE","blue","congruent",1,417.341900989,108,"y","y","n","Neu","Inc",3
64,"BLUE","blue","congruent",1,433.193998411,108,"y","y","y","Neu","Neu",3
65,"BLUE","blue","congruent",1,434.211902786,108,"y","y","y","Neu","Neu",3
66,"XXXX","blue","neutral",1,367.436697707,108,"y","n","y","Neu","Neu",3
67,"BLUE","blue","congruent",1,450.103779323,108,"y","n","y","Neu","Neu",3
68,"RED","red","congruent",1,483.646810055,108,"y","n","n","Neu","Neu",3
69,"BLUE","red","incongruent",1,383.952213451,108,"y","n","y","Inc","Neu",3
70,"RED","blue","incongruent",1,399.87841621,108,"y","n","n","Inc","Inc",3
71,"RED","blue","incongruent",1,401.090726256,108,"y","y","y","Inc","Inc",3
72,"XXXX","blue","neutral",1,366.369069554,108,"y","n","y","Neu","Inc",3
73,"BLUE","red","incongruent",1,583.936173003,108,"y","n","n","Inc","Neu",3
74,"BLUE","red","incongruent",1,416.671104264,108,"y","y","y","Inc","Inc",3
75,"BLUE","blue","congruent",1,382.900304627,108,"y","y","n","Neu","Inc",3
76,"XXXX","blue","neutral",1,417.929930147,108,"y","n","y","Neu","Neu",3
77,"XXXX","red","neutral",1,516.938652843,108,"y","y","n","Neu","Neu",3
78,"BLUE","red","incongruent",1,417.730391957,108,"y","n","y","Inc","Neu",3
79,"XXXX","red","neutral",1,449.900070205,108,"y","n","y","Neu","Inc",3
80,"RED","blue","incongruent",1,416.735264938,108,"y","n","n","Inc","Neu",3
81,"XXXX","blue","neutral",1,433.707922697,108,"y","n","y","Neu","Inc",3
82,"BLUE","red","incongruent",1,501.143979374,108,"y","n","n","Inc","Neu",3
83,"RED","red","congruent",1,666.36137059,108,"y","n","y","Neu","Inc",3
84,"BLUE","red","incongruent",1,466.798943933,108,"y","n","y","Inc","Neu",3
85,"BLUE","blue","congruent",1,516.214282718,108,"y","y","n","Neu","Inc",3
86,"BLUE","red","incongruent",1,400.725012179,108,"y","y","n","Inc","Neu",3
87,"BLUE","blue","congruent",1,417.57801082,108,"y","y","n","Neu","Inc",3
88,"XXXX","red","neutral",1,516.216848977,108,"y","n","n","Neu","Neu",3
89,"RED","red","congruent",1,434.133626521,108,"y","n","y","Neu","Neu",3
90,"BLUE","blue","congruent",1,433.240193874,108,"y","n","n","Neu","Neu",3
91,"RED","red","congruent",1,633.569656871,108,"y","n","n","Neu","Neu",3
92,"BLUE","blue","congruent",1,450.041864533,108,"y","n","n","Neu","Neu",3
93,"RED","red","congruent",1,600.238355808,108,"y","n","n","Neu","Neu",3
94,"RED","red","congruent",1,466.450552922,108,"y","y","y","Neu","Neu",3
95,"BLUE","red","incongruent",1,449.850666802,108,"y","n","y","Inc","Neu",3
96,"BLUE","blue","congruent",1,467.21245721,108,"y","y","n","Neu","Inc",3
97,"RED","blue","incongruent",1,449.921242893,108,"y","n","y","Inc","Neu",3
98,"BLUE","red","incongruent",1,450.038656592,108,"y","n","n","Inc","Inc",3
99,"XXXX","red","neutral",1,500.658606179,108,"y","n","y","Neu","Inc",3
100,"XXXX","blue","neutral",1,700.907547958,108,"y","y","n","Neu","Neu",3
101,"RED","red","congruent",1,600.979728624,108,"y","n","n","Neu","Neu",3
102,"BLUE","red","incongruent",1,533.338038251,108,"y","n","y","Inc","Neu",3
103,"BLUE","blue","congruent",1,532.914580312,108,"y","y","n","Neu","Inc",3
104,"XXXX","red","neutral",1,532.980986405,108,"y","n","n","Neu","Neu",3
105,"BLUE","red","incongruent",1,516.63934486,108,"y","n","y","Inc","Neu",3
106,"RED","red","congruent",1,533.079792745,108,"y","n","y","Neu","Inc",3
107,"XXXX","red","neutral",1,433.983812109,108,"y","n","y","Neu","Neu",3
108,"XXXX","blue","neutral",1,550.348551013,108,"y","y","n","Neu","Neu",3
109,"BLUE","blue","congruent",1,583.46299082,108,"y","n","y","Neu","Neu",3
110,"XXXX","red","neutral",1,433.837526478,108,"y","n","n","Neu","Neu",3
111,"RED","blue","incongruent",1,417.795514222,108,"y","n","n","Inc","Neu",3
112,"RED","blue","incongruent",1,417.196898255,108,"y","y","y","Inc","Inc",3
113,"XXXX","blue","neutral",1,416.8741717,108,"y","n","y","Neu","Inc",3
114,"BLUE","red","incongruent",1,500.192480627,108,"y","n","n","Inc","Neu",3
115,"RED","blue","incongruent",1,733.82533621,108,"y","n","n","Inc","Inc",3
116,"RED","blue","incongruent",1,417.156798299,108,"y","y","y","Inc","Inc",3
117,"XXXX","red","neutral",1,566.795094404,108,"y","n","n","Neu","Inc",3
118,"XXXX","blue","neutral",1,450.093834195,108,"y","y","n","Neu","Neu",3
119,"RED","blue","incongruent",1,450.968019199,108,"y","n","y","Inc","Neu",3
120,"BLUE","blue","congruent",1,384.387220722,108,"y","n","y","Neu","Inc",3
121,"RED","red","congruent",1,500.884129666,108,"y","n","n","Neu","Neu",3
122,"RED","red","congruent",1,433.738719672,108,"y","y","y","Neu","Neu",3
123,"RED","blue","incongruent",1,484.711230267,108,"y","y","n","Inc","Neu",3
124,"XXXX","blue","neutral",1,383.364183828,108,"y","n","y","Neu","Inc",3
125,"RED","blue","incongruent",1,383.814589586,108,"y","n","y","Inc","Neu",3
126,"BLUE","red","incongruent",1,516.303144861,108,"y","n","n","Inc","Inc",3
127,"BLUE","red","incongruent",1,416.614001617,108,"y","y","y","Inc","Inc",3
128,"BLUE","blue","congruent",1,466.719705611,108,"y","y","n","Neu","Inc",3
129,"BLUE","blue","congruent",1,383.800153155,108,"y","y","y","Neu","Neu",3
130,"RED","blue","incongruent",1,450.057583861,108,"y","n","y","Inc","Neu",3
131,"RED","red","congruent",1,433.819882572,108,"y","y","n","Neu","Inc",3
132,"BLUE","red","incongruent",1,467.257048935,108,"y","n","y","Inc","Neu",3
133,"XXXX","red","neutral",1,433.655632194,108,"y","n","y","Neu","Inc",3
134,"BLUE","red","incongruent",1,500.371809583,108,"y","n","y","Inc","Neu",3
135,"XXXX","blue","neutral",1,433.20715148,108,"y","n","n","Neu","Inc",3
136,"BLUE","red","incongruent",1,450.791899115,108,"y","n","n","Inc","Neu",3
137,"XXXX","red","neutral",1,433.429467026,108,"y","n","y","Neu","Inc",3
138,"XXXX","red","neutral",1,366.553851403,108,"y","y","y","Neu","Neu",3
139,"XXXX","red","neutral",1,400.148210581,108,"y","y","y","Neu","Neu",3
140,"RED","red","congruent",1,367.28977086,108,"y","n","y","Neu","Neu",3
141,"XXXX","blue","neutral",1,517.454181798,108,"y","n","n","Neu","Neu",3
142,"XXXX","red","neutral",1,450.810826384,108,"y","y","n","Neu","Neu",3
143,"XXXX","blue","neutral",1,2433.59275488,108,"y","y","n","Neu","Neu",3
144,"XXXX","blue","neutral",1,484.0677022,108,"y","y","y","Neu","Neu",3
145,"XXXX","blue","neutral",1,416.921650525,108,"y","y","y","Neu","Neu",3
146,"RED","red","congruent",1,467.185830697,108,"y","n","n","Neu","Neu",3
147,"RED","blue","incongruent",1,450.92663588,108,"y","y","n","Inc","Neu",3
148,"BLUE","blue","congruent",1,617.79615609,108,"y","n","y","Neu","Inc",3
149,"RED","blue","incongruent",1,549.942095298,108,"y","n","y","Inc","Neu",3
150,"BLUE","blue","congruent",1,450.044430792,108,"y","n","y","Neu","Inc",3
1,"BLUE","red","incongruent",1,750.74474141,109,"y","n","n","Inc",NA,3
2,"XXXX","red","neutral",1,600.229373202,109,"y","n","y","Neu","Inc",3
3,"BLUE","blue","congruent",1,483.614409342,109,"y","n","n","Neu","Neu",3
4,"BLUE","blue","congruent",1,500.480881892,109,"y","y","y","Neu","Neu",3
5,"BLUE","blue","congruent",1,517.569990829,109,"y","y","y","Neu","Neu",3
6,"XXXX","red","neutral",1,484.05102035,109,"y","n","n","Neu","Neu",3
7,"XXXX","blue","neutral",0,501.187928952,109,"y","y","n","Neu","Neu",3
8,"XXXX","blue","neutral",1,817.213900853,109,"y","y","y","Neu","Neu",3
9,"XXXX","blue","neutral",1,601.123447996,109,"y","y","y","Neu","Neu",3
10,"XXXX","blue","neutral",1,483.250620309,109,"y","y","y","Neu","Neu",3
11,"BLUE","red","incongruent",1,600.153984968,109,"y","n","n","Inc","Neu",3
12,"XXXX","red","neutral",1,416.312448215,109,"y","n","y","Neu","Inc",3
13,"BLUE","red","incongruent",1,467.240367085,109,"y","n","y","Inc","Neu",3
14,"XXXX","blue","neutral",1,550.176601391,109,"y","n","n","Neu","Inc",3
15,"BLUE","red","incongruent",1,883.430269081,109,"y","n","n","Inc","Neu",3
16,"XXXX","red","neutral",1,634.576974902,109,"y","n","y","Neu","Inc",3
17,"BLUE","blue","congruent",1,516.759645659,109,"y","n","n","Neu","Neu",3
18,"BLUE","blue","congruent",1,600.957272574,109,"y","y","y","Neu","Neu",3
19,"RED","blue","incongruent",1,1117.37654777,109,"y","n","y","Inc","Neu",3
20,"XXXX","blue","neutral",1,583.857576828,109,"y","n","y","Neu","Inc",3
21,"RED","blue","incongruent",1,716.915234458,109,"y","n","y","Inc","Neu",3
22,"RED","blue","incongruent",1,567.989439238,109,"y","y","y","Inc","Inc",3
23,"RED","red","congruent",1,766.96896879,109,"y","y","n","Neu","Inc",3
24,"RED","blue","incongruent",1,451.090565417,109,"y","y","n","Inc","Neu",3
25,"XXXX","blue","neutral",1,734.436142724,109,"y","n","y","Neu","Inc",3
26,"XXXX","red","neutral",1,683.158870786,109,"y","y","n","Neu","Neu",3
27,"RED","red","congruent",1,800.043308176,109,"y","n","y","Neu","Neu",3
28,"RED","blue","incongruent",1,484.187040478,109,"y","y","n","Inc","Neu",3
29,"XXXX","red","neutral",1,616.587374825,109,"y","n","n","Neu","Inc",3
30,"RED","red","congruent",1,567.123916,109,"y","n","y","Neu","Neu",3
31,"RED","red","congruent",1,499.414536636,109,"y","y","y","Neu","Neu",3
32,"XXXX","blue","neutral",1,549.647278618,109,"y","n","n","Neu","Neu",3
33,"BLUE","blue","congruent",1,617.806421593,109,"y","n","y","Neu","Neu",3
34,"XXXX","blue","neutral",1,466.768146958,109,"y","n","y","Neu","Neu",3
35,"XXXX","blue","neutral",1,450.88429004,109,"y","y","y","Neu","Neu",3
36,"BLUE","blue","congruent",1,500.742014498,109,"y","n","y","Neu","Neu",3
37,"BLUE","blue","congruent",1,433.713376522,109,"y","y","y","Neu","Neu",3
38,"XXXX","red","neutral",1,549.731970299,109,"y","n","n","Neu","Neu",3
39,"XXXX","red","neutral",1,517.108677886,109,"y","y","y","Neu","Neu",3
40,"XXXX","red","neutral",1,567.650351673,109,"y","y","y","Neu","Neu",3
41,"BLUE","red","incongruent",1,583.9621583,109,"y","n","y","Inc","Neu",3
42,"BLUE","blue","congruent",1,400.12799995,109,"y","y","n","Neu","Inc",3
43,"BLUE","blue","congruent",1,500.318235252,109,"y","y","y","Neu","Neu",3
44,"RED","red","congruent",1,517.23379083,109,"y","n","n","Neu","Neu",3
45,"XXXX","red","neutral",1,566.846743692,109,"y","n","y","Neu","Neu",3
46,"RED","red","congruent",1,667.110442184,109,"y","n","y","Neu","Neu",3
47,"XXXX","red","neutral",1,467.345910612,109,"y","n","y","Neu","Neu",3
48,"BLUE","red","incongruent",1,466.737029143,109,"y","n","y","Inc","Neu",3
49,"XXXX","blue","neutral",1,400.1562302,109,"y","n","n","Neu","Inc",3
50,"XXXX","blue","neutral",1,466.890051495,109,"y","y","y","Neu","Neu",3
51,"RED","red","congruent",1,616.805841215,109,"y","n","n","Neu","Neu",3
52,"XXXX","blue","neutral",1,517.322973348,109,"y","n","n","Neu","Neu",3
53,"XXXX","red","neutral",1,466.962231789,109,"y","y","n","Neu","Neu",3
54,"RED","red","congruent",1,516.524819192,109,"y","n","y","Neu","Neu",3
55,"BLUE","red","incongruent",1,466.454403009,109,"y","n","y","Inc","Neu",3
56,"BLUE","blue","congruent",1,467.767444439,109,"y","y","n","Neu","Inc",3
57,"RED","blue","incongruent",1,483.766469173,109,"y","n","y","Inc","Neu",3
58,"BLUE","blue","congruent",1,500.741372816,109,"y","n","y","Neu","Inc",3
59,"BLUE","red","incongruent",1,600.617543329,109,"y","y","n","Inc","Neu",3
60,"RED","blue","incongruent",1,650.489062071,109,"y","n","n","Inc","Inc",3
61,"RED","blue","incongruent",1,468.133158516,109,"y","y","y","Inc","Inc",3
62,"RED","red","congruent",1,583.70166691,109,"y","y","n","Neu","Inc",3
63,"RED","blue","incongruent",1,450.085493736,109,"y","y","n","Inc","Neu",3
64,"RED","red","congruent",1,667.399163824,109,"y","y","n","Neu","Inc",3
65,"BLUE","blue","congruent",1,517.153589986,109,"y","n","n","Neu","Neu",3
66,"RED","blue","incongruent",1,416.266893968,109,"y","n","y","Inc","Neu",3
67,"RED","red","congruent",1,583.871691953,109,"y","y","n","Neu","Inc",3
68,"BLUE","red","incongruent",1,651.206695475,109,"y","n","y","Inc","Neu",3
69,"RED","red","congruent",1,584.000333678,109,"y","n","y","Neu","Inc",3
70,"XXXX","red","neutral",1,483.231050894,109,"y","n","y","Neu","Neu",3
71,"BLUE","red","incongruent",1,483.751070686,109,"y","n","y","Inc","Neu",3
72,"XXXX","blue","neutral",1,600.593483075,109,"y","n","n","Neu","Inc",3
73,"BLUE","blue","congruent",1,467.752366792,109,"y","n","y","Neu","Neu",3
74,"RED","blue","incongruent",1,550.312621519,109,"y","n","y","Inc","Neu",3
75,"RED","blue","incongruent",1,433.815712109,109,"y","y","y","Inc","Inc",3
76,"XXXX","red","neutral",1,517.023665365,109,"y","n","n","Neu","Inc",3
77,"XXXX","blue","neutral",1,650.996570475,109,"y","y","n","Neu","Neu",3
78,"RED","blue","incongruent",1,683.858218603,109,"y","n","y","Inc","Neu",3
79,"BLUE","blue","congruent",1,450.532691553,109,"y","n","y","Neu","Inc",3
80,"RED","blue","incongruent",1,484.461646527,109,"y","n","y","Inc","Neu",3
81,"XXXX","red","neutral",1,618.391884957,109,"y","n","n","Neu","Inc",3
82,"RED","red","congruent",1,700.195047539,109,"y","n","y","Neu","Neu",3
83,"BLUE","red","incongruent",1,567.351685371,109,"y","n","y","Inc","Neu",3
84,"BLUE","red","incongruent",1,434.269004967,109,"y","y","y","Inc","Inc",3
85,"RED","red","congruent",1,450.329624116,109,"y","n","y","Neu","Inc",3
86,"BLUE","blue","congruent",1,549.681925215,109,"y","n","n","Neu","Neu",3
87,"RED","blue","incongruent",1,701.230916195,109,"y","n","y","Inc","Neu",3
88,"RED","blue","incongruent",1,434.280232992,109,"y","y","y","Inc","Inc",3
89,"BLUE","blue","congruent",1,433.691882994,109,"y","n","y","Neu","Inc",3
90,"XXXX","blue","neutral",1,533.912915271,109,"y","n","y","Neu","Neu",3
91,"BLUE","red","incongruent",1,816.047145054,109,"y","n","n","Inc","Neu",3
92,"BLUE","red","incongruent",1,916.769269854,109,"y","y","y","Inc","Inc",3
93,"XXXX","blue","neutral",1,467.133540194,109,"y","n","n","Neu","Inc",3
94,"RED","red","congruent",1,567.856627516,109,"y","n","n","Neu","Neu",3
95,"XXXX","red","neutral",1,650.476550683,109,"y","n","y","Neu","Neu",3
96,"RED","red","congruent",1,484.299962409,109,"y","n","y","Neu","Neu",3
97,"XXXX","blue","neutral",1,467.375424691,109,"y","n","n","Neu","Neu",3
98,"XXXX","red","neutral",1,567.157600075,109,"y","y","n","Neu","Neu",3
99,"XXXX","blue","neutral",1,533.877306152,109,"y","y","n","Neu","Neu",3
100,"XXXX","red","neutral",1,549.886596389,109,"y","y","n","Neu","Neu",3
101,"BLUE","red","incongruent",1,850.881402846,109,"y","n","y","Inc","Neu",3
102,"XXXX","blue","neutral",1,517.676176038,109,"y","n","n","Neu","Inc",3
103,"XXXX","red","neutral",1,750.512801576,109,"y","y","n","Neu","Neu",3
104,"XXXX","blue","neutral",1,567.207324784,109,"y","y","n","Neu","Neu",3
105,"RED","red","congruent",1,633.685466368,109,"y","n","n","Neu","Neu",3
106,"RED","blue","incongruent",1,583.703591954,109,"y","y","n","Inc","Neu",3
107,"BLUE","blue","congruent",1,516.498833895,109,"y","n","y","Neu","Inc",3
108,"RED","blue","incongruent",1,750.614495948,109,"y","n","y","Inc","Neu",3
109,"BLUE","blue","congruent",1,516.944106668,109,"y","n","y","Neu","Inc",3
110,"BLUE","red","incongruent",1,434.37743606,109,"y","y","n","Inc","Neu",3
111,"XXXX","blue","neutral",1,501.15328189,109,"y","n","n","Neu","Inc",3
112,"XXXX","blue","neutral",1,734.120152891,109,"y","y","y","Neu","Neu",3
113,"RED","blue","incongruent",1,483.709366526,109,"y","n","y","Inc","Neu",3
114,"BLUE","red","incongruent",1,601.027848665,109,"y","n","n","Inc","Inc",3
115,"XXXX","red","neutral",1,501.093612984,109,"y","n","y","Neu","Inc",3
116,"BLUE","red","incongruent",1,500.987106934,109,"y","n","y","Inc","Neu",3
117,"RED","red","congruent",1,900.942515582,109,"y","n","y","Neu","Inc",3
118,"RED","red","congruent",1,750.579848886,109,"y","y","y","Neu","Neu",3
119,"BLUE","blue","congruent",1,383.999692276,109,"y","n","n","Neu","Neu",3
120,"BLUE","red","incongruent",1,550.767518114,109,"y","y","n","Inc","Neu",3
121,"RED","blue","incongruent",1,467.962491792,109,"y","n","n","Inc","Inc",3
122,"RED","blue","incongruent",1,634.00402246,109,"y","y","y","Inc","Inc",3
123,"XXXX","red","neutral",1,550.203227904,109,"y","n","n","Neu","Inc",3
124,"RED","blue","incongruent",1,517.072427087,109,"y","n","n","Inc","Neu",3
125,"BLUE","blue","congruent",1,499.72763937,109,"y","n","y","Neu","Inc",3
126,"RED","red","congruent",1,599.902476184,109,"y","n","n","Neu","Neu",3
127,"XXXX","blue","neutral",1,667.083494831,109,"y","n","n","Neu","Neu",3
128,"BLUE","blue","congruent",1,416.564598214,109,"y","n","y","Neu","Neu",3
129,"XXXX","red","neutral",1,500.315668993,109,"y","n","n","Neu","Neu",3
130,"RED","red","congruent",1,834.169236012,109,"y","n","y","Neu","Neu",3
131,"BLUE","red","incongruent",1,967.213098891,109,"y","n","y","Inc","Neu",3
132,"BLUE","blue","congruent",1,517.108357046,109,"y","y","n","Neu","Inc",3
133,"XXXX","blue","neutral",1,450.632460881,109,"y","n","y","Neu","Neu",3
134,"BLUE","red","incongruent",1,350.744420663,109,"y","n","n","Inc","Neu",3
135,"BLUE","red","incongruent",1,550.434205215,109,"y","y","y","Inc","Inc",3
136,"BLUE","red","incongruent",1,532.435302623,109,"y","y","y","Inc","Inc",3
137,"RED","red","congruent",1,483.70006308,109,"y","n","y","Neu","Inc",3
138,"RED","red","congruent",1,433.786519337,109,"y","y","y","Neu","Neu",3
139,"RED","blue","incongruent",1,667.574001011,109,"y","y","n","Inc","Neu",3
140,"XXXX","red","neutral",1,467.351364903,109,"y","n","n","Neu","Inc",3
141,"XXXX","red","neutral",1,517.721729819,109,"y","y","y","Neu","Neu",3
142,"RED","red","congruent",1,500.307328068,109,"y","n","y","Neu","Neu",3
143,"BLUE","blue","congruent",1,667.166582774,109,"y","n","n","Neu","Neu",3
144,"XXXX","red","neutral",1,900.830234867,109,"y","n","n","Neu","Neu",3
145,"BLUE","blue","congruent",1,518.199725077,109,"y","n","n","Neu","Neu",3
146,"RED","red","congruent",1,450.655237772,109,"y","n","n","Neu","Neu",3
147,"RED","blue","incongruent",1,484.263711609,109,"y","y","n","Inc","Neu",3
148,"BLUE","red","incongruent",1,583.825496957,109,"y","n","n","Inc","Inc",3
149,"BLUE","red","incongruent",1,484.759350307,109,"y","y","y","Inc","Inc",3
150,"RED","blue","incongruent",1,318.034511991,109,"y","n","n","Inc","Inc",3
1,"BLUE","red","incongruent",1,1133.86565121,110,"n","n","n","Inc",NA,3
2,"BLUE","blue","congruent",1,567.680134482,110,"n","y","n","Neu","Inc",3
3,"RED","red","congruent",1,500.152862282,110,"n","n","n","Neu","Neu",3
4,"RED","blue","incongruent",1,1000.2957797,110,"n","y","n","Inc","Neu",3
5,"XXXX","blue","neutral",1,549.89742348,110,"n","n","y","Neu","Inc",3
6,"RED","red","congruent",1,716.875321799,110,"n","n","n","Neu","Neu",3
7,"RED","red","congruent",1,617.084324491,110,"n","y","y","Neu","Neu",3
8,"BLUE","red","incongruent",1,966.160494165,110,"n","n","y","Inc","Neu",3
9,"XXXX","red","neutral",1,450.382316107,110,"n","n","y","Neu","Inc",3
10,"RED","blue","incongruent",1,400.829273844,110,"n","n","n","Inc","Neu",3
11,"RED","blue","incongruent",1,633.233831162,110,"n","y","y","Inc","Inc",3
12,"BLUE","red","incongruent",1,817.420204447,110,"n","n","n","Inc","Inc",3
13,"BLUE","red","incongruent",1,649.507809125,110,"n","y","y","Inc","Inc",3
14,"BLUE","blue","congruent",1,767.96949812,110,"n","y","n","Neu","Inc",3
15,"BLUE","red","incongruent",1,733.266392592,110,"n","y","n","Inc","Neu",3
16,"RED","red","congruent",1,733.627615948,110,"n","n","y","Neu","Inc",3
17,"BLUE","red","incongruent",1,1133.41043281,110,"n","n","y","Inc","Neu",3
18,"RED","red","congruent",1,500.005293245,110,"n","n","y","Neu","Inc",3
19,"BLUE","blue","congruent",1,566.807552328,110,"n","n","n","Neu","Neu",3
20,"XXXX","red","neutral",1,551.040121136,110,"n","n","n","Neu","Neu",3
21,"XXXX","red","neutral",1,582.905089046,110,"n","y","y","Neu","Neu",3
22,"XXXX","blue","neutral",1,599.736621341,110,"n","y","n","Neu","Neu",3
23,"BLUE","red","incongruent",1,1134.02508995,110,"n","n","n","Inc","Neu",3
24,"XXXX","red","neutral",1,449.928380898,110,"n","n","y","Neu","Inc",3
25,"BLUE","red","incongruent",1,401.520923522,110,"n","n","y","Inc","Neu",3
26,"RED","red","congruent",1,484.526263273,110,"n","n","y","Neu","Inc",3
27,"BLUE","red","incongruent",1,617.653106892,110,"n","n","y","Inc","Neu",3
28,"BLUE","blue","congruent",1,599.729563692,110,"n","y","n","Neu","Inc",3
29,"RED","blue","incongruent",1,1166.63560231,110,"n","n","y","Inc","Neu",3
30,"BLUE","blue","congruent",1,667.210319574,110,"n","n","y","Neu","Inc",3
31,"RED","red","congruent",1,501.194186421,110,"n","n","n","Neu","Neu",3
32,"XXXX","blue","neutral",1,750.076110329,110,"n","n","n","Neu","Neu",3
33,"BLUE","blue","congruent",1,434.391285729,110,"n","n","y","Neu","Neu",3
34,"BLUE","blue","congruent",1,484.310363361,110,"n","y","y","Neu","Neu",3
35,"XXXX","red","neutral",1,417.217778217,110,"n","n","n","Neu","Neu",3
