"trial","word","ink","cond","corr","rt","ID","coat","wordRepeat","inkRepeat","AGCond","LastCond","location"
1,"BLUE","blue","congruent",1,600.815798622,101,"y","n","n","Neu",NA,3
2,"BLUE","red","incongruent",1,333.619060926,101,"y","y","n","Inc","Neu",3
3,"BLUE","red","incongruent",1,350.514405873,101,"y","y","y","Inc","Inc",3
4,"BLUE","blue","congruent",1,400.359939784,101,"y","y","n","Neu","Inc",3
5,"XXXX","blue","neutral",1,417.503264267,101,"y","n","y","Neu","Neu",3
6,"BLUE","blue","congruent",1,383.536775131,101,"y","n","y","Neu","Neu",3
7,"RED","red","congruent",1,500.360581558,101,"y","n","n","Neu","Neu",3
8,"BLUE","red","incongruent",1,484.805867076,101,"y","n","y","Inc","Neu",3
9,"RED","red","congruent",1,466.894863639,101,"y","n","y","Neu","Inc",3
10,"BLUE","blue","congruent",1,450.464360416,101,"y","n","n","Neu","Neu",3
11,"RED","blue","incongruent",0,433.670389,101,"y","n","y","Inc","Neu",3
12,"XXXX","blue","neutral",1,500.301553402,101,"y","n","y","Neu","Inc",3
13,"XXXX","red","neutral",1,467.68660238,101,"y","y","n","Neu","Neu",3
14,"XXXX","red","neutral",1,583.622429054,101,"y","y","y","Neu","Neu",3
15,"BLUE","blue","congruent",1,534.150950145,101,"y","n","n","Neu","Neu",3
16,"BLUE","blue","congruent",1,417.944686953,101,"y","y","y","Neu","Neu",3
17,"BLUE","blue","congruent",1,450.600700919,101,"y","y","y","Neu","Neu",3
18,"XXXX","red","neutral",1,500.092070084,101,"y","n","n","Neu","Neu",3
19,"XXXX","red","neutral",1,433.973867912,101,"y","y","y","Neu","Neu",3
20,"XXXX","blue","neutral",1,484.085346106,101,"y","y","n","Neu","Neu",3
21,"BLUE","blue","congruent",1,450.702074915,101,"y","n","y","Neu","Neu",3
22,"RED","blue","incongruent",0,500.721162185,101,"y","n","y","Inc","Neu",3
23,"RED","red","congruent",1,500.286475755,101,"y","y","n","Neu","Inc",3
24,"BLUE","blue","congruent",1,433.903611731,101,"y","n","n","Neu","Neu",3
25,"XXXX","blue","neutral",1,416.243475862,101,"y","n","y","Neu","Neu",3
26,"RED","blue","incongruent",1,567.161129322,101,"y","n","y","Inc","Neu",3
27,"XXXX","blue","neutral",1,516.123816837,101,"y","n","y","Neu","Inc",3
28,"RED","blue","incongruent",1,400.156551041,101,"y","n","y","Inc","Neu",3
29,"RED","blue","incongruent",1,366.872407496,101,"y","y","y","Inc","Inc",3
30,"XXXX","blue","neutral",1,317.723654676,101,"y","n","y","Neu","Inc",3
31,"RED","blue","incongruent",1,250.195849687,101,"y","n","y","Inc","Neu",3
32,"RED","red","congruent",1,367.681790609,101,"y","y","n","Neu","Inc",3
33,"RED","blue","incongruent",1,683.350068517,101,"y","y","n","Inc","Neu",3
34,"BLUE","red","incongruent",1,417.582181748,101,"y","n","n","Inc","Inc",3
35,"BLUE","blue","congruent",1,501.472159289,101,"y","y","n","Neu","Inc",3
36,"RED","red","congruent",1,500.868731178,101,"y","n","n","Neu","Neu",3
37,"RED","red","congruent",1,367.62083834,101,"y","y","y","Neu","Neu",3
38,"RED","red","congruent",1,366.631806362,101,"y","y","y","Neu","Neu",3
39,"XXXX","red","neutral",1,433.235060889,101,"y","n","y","Neu","Neu",3
40,"XXXX","red","neutral",1,434.250399005,101,"y","y","y","Neu","Neu",3
41,"XXXX","red","neutral",1,367.099856026,101,"y","y","y","Neu","Neu",3
42,"XXXX","red","neutral",1,367.560527287,101,"y","y","y","Neu","Neu",3
43,"BLUE","blue","congruent",1,516.903365031,101,"y","n","n","Neu","Neu",3
44,"XXXX","red","neutral",1,450.394746847,101,"y","n","n","Neu","Neu",3
45,"RED","blue","incongruent",1,466.941379942,101,"y","n","n","Inc","Neu",3
46,"RED","red","congruent",1,500.134415925,101,"y","y","n","Neu","Inc",3
47,"BLUE","red","incongruent",1,434.555160347,101,"y","n","y","Inc","Neu",3
48,"BLUE","red","incongruent",1,450.424580835,101,"y","y","y","Inc","Inc",3
49,"BLUE","red","incongruent",1,517.529890407,101,"y","y","y","Inc","Inc",3
50,"XXXX","blue","neutral",1,434.189767111,101,"y","n","n","Neu","Inc",3
51,"XXXX","blue","neutral",1,401.043888647,101,"y","y","y","Neu","Neu",3
52,"BLUE","blue","congruent",1,382.869507186,101,"y","n","y","Neu","Neu",3
53,"BLUE","blue","congruent",1,433.526027948,101,"y","y","y","Neu","Neu",3
54,"BLUE","red","incongruent",1,417.085580062,101,"y","y","n","Inc","Neu",3
55,"RED","blue","incongruent",1,517.40509877,101,"y","n","n","Inc","Inc",3
56,"BLUE","blue","congruent",1,515.828679316,101,"y","n","y","Neu","Inc",3
57,"RED","blue","incongruent",1,334.012363572,101,"y","n","y","Inc","Neu",3
58,"RED","blue","incongruent",1,317.255926318,101,"y","y","y","Inc","Inc",3
59,"RED","blue","incongruent",1,367.583945859,101,"y","y","y","Inc","Inc",3
60,"XXXX","red","neutral",1,467.581700534,101,"y","n","n","Neu","Inc",3
61,"XXXX","blue","neutral",1,450.262576342,101,"y","y","n","Neu","Neu",3
62,"BLUE","red","incongruent",1,416.942823678,101,"y","n","n","Inc","Neu",3
63,"BLUE","blue","congruent",1,434.04027354,101,"y","y","n","Neu","Inc",3
64,"BLUE","red","incongruent",1,467.397239059,101,"y","y","n","Inc","Neu",3
65,"XXXX","blue","neutral",1,667.071304284,101,"y","n","n","Neu","Inc",3
66,"BLUE","blue","congruent",1,384.381446056,101,"y","n","y","Neu","Neu",3
67,"XXXX","red","neutral",1,417.079485022,101,"y","n","n","Neu","Neu",3
68,"XXXX","blue","neutral",1,418.004035484,101,"y","y","n","Neu","Neu",3
69,"XXXX","red","neutral",1,417.438462377,101,"y","y","n","Neu","Neu",3
70,"RED","blue","incongruent",1,533.690599259,101,"y","n","n","Inc","Neu",3
71,"BLUE","blue","congruent",1,466.973780654,101,"y","n","y","Neu","Inc",3
72,"BLUE","red","incongruent",0,517.31495373,101,"y","y","n","Inc","Neu",3
73,"BLUE","red","incongruent",0,600.351277739,101,"y","y","y","Inc","Inc",3
74,"BLUE","blue","congruent",1,467.216628138,101,"y","y","n","Neu","Inc",3
75,"XXXX","blue","neutral",1,484.172283206,101,"y","n","y","Neu","Neu",3
76,"BLUE","red","incongruent",1,451.345602982,101,"y","n","n","Inc","Neu",3
77,"BLUE","red","incongruent",1,434.084543958,101,"y","y","y","Inc","Inc",3
78,"XXXX","red","neutral",1,366.830703337,101,"y","n","y","Neu","Inc",3
79,"BLUE","blue","congruent",1,483.567572199,101,"y","n","n","Neu","Neu",3
80,"BLUE","red","incongruent",1,483.331462368,101,"y","y","n","Inc","Neu",3
81,"BLUE","red","incongruent",1,583.930719644,101,"y","y","y","Inc","Inc",3
82,"RED","blue","incongruent",1,416.884437669,101,"y","n","n","Inc","Inc",3
83,"BLUE","red","incongruent",1,566.719064023,101,"y","n","n","Inc","Inc",3
84,"RED","red","congruent",1,500.060952269,101,"y","n","y","Neu","Inc",3
85,"RED","red","congruent",1,366.229199804,101,"y","y","y","Neu","Neu",3
86,"RED","red","congruent",1,417.506151367,101,"y","y","y","Neu","Neu",3
87,"RED","red","congruent",1,384.03273467,101,"y","y","y","Neu","Neu",3
88,"RED","blue","incongruent",1,583.723160904,101,"y","y","n","Inc","Neu",3
89,"RED","red","congruent",1,534.40919565,101,"y","y","n","Neu","Inc",3
90,"RED","blue","incongruent",1,483.204424847,101,"y","y","n","Inc","Neu",3
91,"XXXX","red","neutral",1,417.28351498,101,"y","n","n","Neu","Inc",3
92,"XXXX","blue","neutral",0,567.585870624,101,"y","y","n","Neu","Neu",3
93,"XXXX","blue","neutral",1,651.241021696,101,"y","y","y","Neu","Neu",3
94,"RED","red","congruent",1,517.825028393,101,"y","n","n","Neu","Neu",3
95,"XXXX","blue","neutral",1,467.852456961,101,"y","n","n","Neu","Neu",3
96,"BLUE","red","incongruent",1,717.120226938,101,"y","n","n","Inc","Neu",3
97,"BLUE","red","incongruent",1,650.241403375,101,"y","y","y","Inc","Inc",3
98,"RED","red","congruent",1,667.381199077,101,"y","n","y","Neu","Inc",3
99,"RED","red","congruent",1,517.484015785,101,"y","y","y","Neu","Neu",3
100,"BLUE","blue","congruent",1,601.397091523,101,"y","n","n","Neu","Neu",3
101,"RED","blue","incongruent",1,1232.63548268,101,"y","n","y","Inc","Neu",3
102,"XXXX","red","neutral",1,533.510308713,101,"y","n","n","Neu","Inc",3
103,"RED","red","congruent",1,666.86085891,101,"y","n","y","Neu","Neu",3
104,"XXXX","blue","neutral",1,717.291855719,101,"y","n","n","Neu","Neu",3
105,"XXXX","red","neutral",1,666.347254999,101,"y","y","n","Neu","Neu",3
106,"RED","red","congruent",1,651.189372875,101,"y","n","y","Neu","Neu",3
107,"RED","blue","incongruent",1,683.09118133,101,"y","y","n","Inc","Neu",3
108,"BLUE","red","incongruent",1,666.987895966,101,"y","n","n","Inc","Inc",3
109,"XXXX","red","neutral",1,616.972016171,101,"y","n","y","Neu","Inc",3
110,"XXXX","blue","neutral",1,451.142535545,101,"y","y","n","Neu","Neu",3
111,"RED","blue","incongruent",1,567.360026296,101,"y","n","y","Inc","Neu",3
112,"BLUE","red","incongruent",1,550.445754081,101,"y","n","n","Inc","Inc",3
113,"BLUE","blue","congruent",1,567.099214066,101,"y","y","n","Neu","Inc",3
114,"XXXX","blue","neutral",1,717.182141729,101,"y","n","y","Neu","Neu",3
115,"XXXX","red","neutral",1,550.454736687,101,"y","y","n","Neu","Neu",3
116,"XXXX","red","neutral",1,484.333325643,101,"y","y","y","Neu","Neu",3
117,"RED","red","congruent",1,416.139215231,101,"y","n","y","Neu","Neu",3
118,"XXXX","blue","neutral",1,617.039384786,101,"y","n","n","Neu","Neu",3
119,"RED","blue","incongruent",1,366.799585521,101,"y","n","y","Inc","Neu",3
120,"XXXX","blue","neutral",1,384.700322989,101,"y","n","y","Neu","Inc",3
121,"XXXX","red","neutral",1,417.268758174,101,"y","y","n","Neu","Neu",3
122,"XXXX","red","neutral",1,467.410712969,101,"y","y","y","Neu","Neu",3
123,"BLUE","red","incongruent",1,450.279578567,101,"y","n","y","Inc","Neu",3
124,"XXXX","blue","neutral",1,483.631732408,101,"y","n","n","Neu","Inc",3
125,"RED","red","congruent",1,433.600774966,101,"y","n","n","Neu","Neu",3
126,"XXXX","red","neutral",1,482.418780681,101,"y","n","y","Neu","Neu",3
127,"RED","red","congruent",1,351.000420284,101,"y","n","y","Neu","Neu",3
128,"XXXX","blue","neutral",1,433.683542069,101,"y","n","n","Neu","Neu",3
129,"BLUE","blue","congruent",1,450.531408191,101,"y","n","y","Neu","Neu",3
130,"BLUE","red","incongruent",1,467.959604692,101,"y","y","n","Inc","Neu",3
131,"RED","red","congruent",1,517.522191629,101,"y","n","y","Neu","Inc",3
132,"BLUE","blue","congruent",1,467.685960699,101,"y","n","n","Neu","Neu",3
133,"RED","blue","incongruent",1,450.126235373,101,"y","n","y","Inc","Neu",3
134,"XXXX","red","neutral",1,800.596691202,101,"y","n","n","Neu","Inc",3
135,"RED","blue","incongruent",1,350.683467928,101,"y","n","n","Inc","Neu",3
136,"BLUE","blue","congruent",1,500.508791301,101,"y","n","y","Neu","Inc",3
137,"RED","red","congruent",1,666.832306888,101,"y","n","n","Neu","Neu",3
138,"XXXX","red","neutral",1,466.918923892,101,"y","n","y","Neu","Neu",3
139,"XXXX","blue","neutral",1,450.46917256,101,"y","y","n","Neu","Neu",3
140,"XXXX","red","neutral",1,483.423532452,101,"y","y","n","Neu","Neu",3
141,"RED","blue","incongruent",1,433.756684419,101,"y","n","n","Inc","Neu",3
142,"BLUE","red","incongruent",1,334.061446134,101,"y","n","n","Inc","Inc",3
143,"RED","red","congruent",1,416.789480485,101,"y","n","y","Neu","Inc",3
144,"RED","red","congruent",1,349.19976024,101,"y","y","y","Neu","Neu",3
145,"XXXX","blue","neutral",1,633.87473952,101,"y","n","n","Neu","Neu",3
146,"RED","blue","incongruent",1,484.09881955,101,"y","n","y","Inc","Neu",3
147,"BLUE","red","incongruent",1,450.033202767,101,"y","n","n","Inc","Inc",3
148,"XXXX","blue","neutral",1,566.325440537,101,"y","n","n","Neu","Inc",3
149,"BLUE","blue","congruent",1,500.344541389,101,"y","n","y","Neu","Neu",3
150,"RED","blue","incongruent",1,483.869446442,101,"y","n","y","Inc","Neu",3
1,"XXXX","blue","neutral",1,483.326008078,102,"n","n","n","Neu",NA,3
2,"RED","blue","incongruent",1,366.964798421,102,"n","n","y","Inc","Neu",3
3,"BLUE","red","incongruent",1,301.290906034,102,"n","n","n","Inc","Inc",3
4,"RED","red","congruent",1,300.349994563,102,"n","n","y","Neu","Inc",3
5,"XXXX","red","neutral",1,367.574963253,102,"n","n","y","Neu","Neu",3
6,"XXXX","blue","neutral",1,333.180524409,102,"n","y","n","Neu","Neu",3
7,"BLUE","red","incongruent",1,349.76405045,102,"n","n","n","Inc","Neu",3
8,"BLUE","blue","congruent",1,350.613533054,102,"n","y","n","Neu","Inc",3
9,"RED","blue","incongruent",1,317.779795267,102,"n","n","y","Inc","Neu",3
10,"RED","red","congruent",1,333.649215754,102,"n","y","n","Neu","Inc",3
11,"BLUE","red","incongruent",1,301.414735615,102,"n","n","y","Inc","Neu",3
12,"BLUE","red","incongruent",1,317.077239044,102,"n","y","y","Inc","Inc",3
13,"RED","red","congruent",1,300.964651164,102,"n","n","y","Neu","Inc",3
14,"RED","blue","incongruent",1,300.640962087,102,"n","y","n","Inc","Neu",3
15,"XXXX","red","neutral",1,500.392019749,102,"n","n","n","Neu","Inc",3
16,"RED","red","congruent",1,349.913543556,102,"n","n","y","Neu","Neu",3
17,"XXXX","blue","neutral",1,366.261280142,102,"n","n","n","Neu","Neu",3
18,"BLUE","red","incongruent",1,583.10625935,102,"n","n","n","Inc","Neu",3
19,"BLUE","blue","congruent",1,466.504768468,102,"n","y","n","Neu","Inc",3
20,"BLUE","red","incongruent",1,367.110763211,102,"n","y","n","Inc","Neu",3
21,"XXXX","blue","neutral",1,316.774723586,102,"n","n","n","Neu","Inc",3
22,"XXXX","red","neutral",1,366.56315485,102,"n","y","n","Neu","Neu",3
23,"BLUE","blue","congruent",1,367.834491655,102,"n","n","n","Neu","Neu",3
24,"XXXX","red","neutral",1,300.115167629,102,"n","n","n","Neu","Neu",3
25,"RED","blue","incongruent",1,300.181894563,102,"n","n","n","Inc","Neu",3
26,"RED","red","congruent",1,300.951818936,102,"n","y","n","Neu","Inc",3
27,"BLUE","blue","congruent",1,349.328401964,102,"n","n","n","Neu","Neu",3
28,"RED","red","congruent",1,384.255050216,102,"n","n","n","Neu","Neu",3
29,"XXXX","red","neutral",1,384.093366098,102,"n","n","y","Neu","Neu",3
30,"XXXX","blue","neutral",1,334.891681559,102,"n","y","n","Neu","Neu",3
31,"BLUE","red","incongruent",1,333.751872648,102,"n","n","n","Inc","Neu",3
32,"RED","red","congruent",1,400.451047346,102,"n","n","y","Neu","Inc",3
33,"BLUE","red","incongruent",1,316.698372364,102,"n","n","y","Inc","Neu",3
34,"RED","red","congruent",1,350.693092216,102,"n","n","y","Neu","Inc",3
35,"BLUE","blue","congruent",1,366.431946866,102,"n","n","n","Neu","Neu",3
36,"XXXX","red","neutral",1,684.023752343,102,"n","n","n","Neu","Neu",3
37,"BLUE","red","incongruent",1,350.728380494,102,"n","n","y","Inc","Neu",3
38,"XXXX","red","neutral",1,366.498673335,102,"n","n","y","Neu","Inc",3
39,"XXXX","blue","neutral",1,433.713376522,102,"n","y","n","Neu","Neu",3
40,"RED","red","congruent",1,367.690451909,102,"n","n","n","Neu","Neu",3
41,"XXXX","blue","neutral",1,533.74417359,102,"n","n","n","Neu","Neu",3
42,"RED","blue","incongruent",1,416.34645313,102,"n","n","y","Inc","Neu",3
43,"BLUE","red","incongruent",1,367.204116657,102,"n","n","n","Inc","Inc",3
44,"XXXX","red","neutral",1,316.965920851,102,"n","n","y","Neu","Inc",3
45,"RED","red","congruent",1,434.125927743,102,"n","n","y","Neu","Neu",3
46,"XXXX","red","neutral",1,417.281589936,102,"n","n","y","Neu","Neu",3
47,"RED","blue","incongruent",1,400.436290074,102,"n","n","n","Inc","Neu",3
48,"XXXX","blue","neutral",1,434.494849294,102,"n","n","y","Neu","Inc",3
49,"BLUE","blue","congruent",1,350.691808853,102,"n","n","y","Neu","Neu",3
50,"RED","blue","incongruent",1,466.521450318,102,"n","n","y","Inc","Neu",3
51,"BLUE","blue","congruent",1,400.58225533,102,"n","n","y","Neu","Inc",3
52,"RED","blue","incongruent",1,367.221760564,102,"n","n","y","Inc","Neu",3
53,"RED","blue","incongruent",1,367.45498376,102,"n","y","y","Inc","Inc",3
54,"RED","blue","incongruent",1,301.058645826,102,"n","y","y","Inc","Inc",3
55,"XXXX","red","neutral",1,483.330820687,102,"n","n","n","Neu","Inc",3
56,"RED","red","congruent",1,450.04314743,102,"n","n","y","Neu","Neu",3
57,"BLUE","blue","congruent",1,434.001456015,102,"n","n","n","Neu","Neu",3
58,"BLUE","red","incongruent",1,550.617703702,102,"n","y","n","Inc","Neu",3
59,"RED","blue","incongruent",1,434.335411061,102,"n","n","n","Inc","Inc",3
60,"XXXX","red","neutral",1,433.646007907,102,"n","n","n","Neu","Inc",3
61,"BLUE","blue","congruent",1,334.131701849,102,"n","n","n","Neu","Neu",3
62,"RED","red","congruent",1,350.03609024,102,"n","n","n","Neu","Neu",3
63,"XXXX","blue","neutral",1,400.818686001,102,"n","n","n","Neu","Neu",3
64,"BLUE","red","incongruent",1,433.352794964,102,"n","n","n","Inc","Neu",3
65,"XXXX","blue","neutral",1,318.229880184,102,"n","n","n","Neu","Inc",3
66,"RED","red","congruent",1,301.443287171,102,"n","n","n","Neu","Neu",3
67,"BLUE","blue","congruent",1,367.170432117,102,"n","n","n","Neu","Neu",3
68,"BLUE","blue","congruent",1,700.821893755,102,"n","y","y","Neu","Neu",3
69,"BLUE","blue","congruent",1,467.29105385,102,"n","y","y","Neu","Neu",3
70,"XXXX","blue","neutral",1,383.229126222,102,"n","n","y","Neu","Neu",3
71,"BLUE","blue","congruent",1,384.508162737,102,"n","n","y","Neu","Neu",3
72,"BLUE","red","incongruent",1,333.162560128,102,"n","y","n","Inc","Neu",3
73,"XXXX","blue","neutral",1,700.016361196,102,"n","n","n","Neu","Inc",3
74,"RED","blue","incongruent",1,468.008366413,102,"n","n","y","Inc","Neu",3
75,"BLUE","red","incongruent",1,383.681457024,102,"n","n","n","Inc","Inc",3
76,"XXXX","red","neutral",1,301.036830992,102,"n","n","y","Neu","Inc",3
77,"XXXX","red","neutral",1,383.535812609,102,"n","y","y","Neu","Neu",3
78,"BLUE","blue","congruent",1,383.048835676,102,"n","n","n","Neu","Neu",3
79,"XXXX","blue","neutral",1,401.121202391,102,"n","n","y","Neu","Neu",3
80,"BLUE","red","incongruent",1,316.597640514,102,"n","n","n","Inc","Neu",3
81,"XXXX","blue","neutral",1,366.71778094,102,"n","n","n","Neu","Inc",3
82,"XXXX","blue","neutral",1,716.3445279,102,"n","y","y","Neu","Neu",3
83,"BLUE","blue","congruent",1,384.140203241,102,"n","n","y","Neu","Neu",3
84,"RED","red","congruent",1,816.982603166,102,"n","n","n","Neu","Neu",3
85,"BLUE","red","incongruent",1,1100.39811488,102,"n","n","y","Inc","Neu",3
86,"BLUE","blue","congruent",1,534.304614179,102,"n","y","n","Neu","Inc",3
87,"RED","red","congruent",1,367.665108759,102,"n","n","n","Neu","Neu",3
88,"XXXX","red","neutral",1,318.252015393,102,"n","n","y","Neu","Neu",3
89,"RED","blue","incongruent",1,316.512949299,102,"n","n","n","Inc","Neu",3
90,"RED","red","congruent",1,350.665182807,102,"n","y","n","Neu","Inc",3
91,"BLUE","blue","congruent",1,450.926315039,102,"n","n","n","Neu","Neu",3
92,"BLUE","red","incongruent",1,384.592533577,102,"n","y","n","Inc","Neu",3
93,"RED","blue","incongruent",1,400.561082177,102,"n","n","n","Inc","Inc",3
94,"RED","red","congruent",1,433.751231059,102,"n","y","n","Neu","Inc",3
95,"BLUE","blue","congruent",1,366.857329849,102,"n","n","n","Neu","Neu",3
96,"BLUE","blue","congruent",1,351.013252512,102,"n","y","y","Neu","Neu",3
97,"XXXX","blue","neutral",1,384.360914584,102,"n","n","y","Neu","Neu",3
98,"BLUE","blue","congruent",1,383.167853113,102,"n","n","y","Neu","Neu",3
99,"BLUE","blue","congruent",1,434.129456524,102,"n","y","y","Neu","Neu",3
100,"RED","red","congruent",1,350.593964104,102,"n","n","n","Neu","Neu",3
101,"RED","blue","incongruent",1,416.514553595,102,"n","y","n","Inc","Neu",3
102,"XXXX","red","neutral",1,350.229212549,102,"n","n","n","Neu","Inc",3
103,"RED","red","congruent",1,383.903130889,102,"n","n","y","Neu","Neu",3
104,"XXXX","red","neutral",1,366.957740858,102,"n","n","y","Neu","Neu",3
105,"XXXX","red","neutral",1,333.770158701,102,"n","y","y","Neu","Neu",3
106,"BLUE","blue","congruent",1,450.307167601,102,"n","n","n","Neu","Neu",3
107,"RED","blue","incongruent",1,467.030883767,102,"n","n","y","Inc","Neu",3
108,"XXXX","red","neutral",1,483.832875267,102,"n","n","n","Neu","Inc",3
109,"BLUE","red","incongruent",1,316.896948498,102,"n","n","y","Inc","Neu",3
110,"BLUE","red","incongruent",1,333.866398782,102,"n","y","y","Inc","Inc",3
111,"RED","blue","incongruent",1,450.576961972,102,"n","n","n","Inc","Inc",3
112,"RED","red","congruent",1,383.441497106,102,"n","y","n","Neu","Inc",3
113,"RED","blue","incongruent",1,401.597592514,102,"n","y","n","Inc","Neu",3
114,"BLUE","red","incongruent",1,416.727565695,102,"n","n","n","Inc","Inc",3
115,"RED","red","congruent",1,333.851321135,102,"n","n","y","Neu","Inc",3
116,"XXXX","blue","neutral",1,384.52933589,102,"n","n","n","Neu","Neu",3
117,"XXXX","blue","neutral",1,466.632768512,102,"n","y","y","Neu","Neu",3
118,"XXXX","red","neutral",1,416.043937206,102,"n","y","n","Neu","Neu",3
119,"BLUE","red","incongruent",1,350.986304693,102,"n","n","y","Inc","Neu",3
120,"XXXX","red","neutral",1,432.935752906,102,"n","n","y","Neu","Inc",3
121,"RED","blue","incongruent",1,417.42659267,102,"n","n","n","Inc","Neu",3
122,"RED","blue","incongruent",1,483.254148625,102,"n","y","y","Inc","Inc",3
123,"BLUE","red","incongruent",1,350.102817174,102,"n","n","n","Inc","Inc",3
124,"BLUE","red","incongruent",1,366.848026402,102,"n","y","y","Inc","Inc",3
125,"BLUE","blue","congruent",1,417.28608124,102,"n","y","n","Neu","Inc",3
126,"RED","red","congruent",1,400.448801927,102,"n","n","n","Neu","Neu",3
127,"XXXX","blue","neutral",1,451.014535502,102,"n","n","n","Neu","Neu",3
128,"RED","blue","incongruent",1,400.690044742,102,"n","n","y","Inc","Neu",3
129,"BLUE","blue","congruent",1,1151.36902127,102,"n","n","y","Neu","Inc",3
130,"XXXX","red","neutral",1,500.598615967,102,"n","n","n","Neu","Neu",3
131,"BLUE","red","incongruent",1,434.428122826,102,"n","n","y","Inc","Neu",3
132,"BLUE","red","incongruent",1,417.29987599,102,"n","y","y","Inc","Inc",3
133,"XXXX","blue","neutral",1,450.801202562,102,"n","n","n","Neu","Inc",3
134,"RED","blue","incongruent",1,417.828557547,102,"n","n","y","Inc","Neu",3
135,"XXXX","blue","neutral",1,400.856219698,102,"n","n","y","Neu","Inc",3
136,"RED","blue","incongruent",1,466.750823893,102,"n","n","y","Inc","Neu",3
137,"RED","red","congruent",1,466.951645445,102,"n","y","n","Neu","Inc",3
138,"XXXX","blue","neutral",1,451.043086592,102,"n","n","n","Neu","Neu",3
139,"RED","blue","incongruent",1,383.532604668,102,"n","n","y","Inc","Neu",3
140,"XXXX","red","neutral",1,317.42787594,102,"n","n","n","Neu","Inc",3
141,"XXXX","red","neutral",1,350.693092216,102,"n","y","y","Neu","Neu",3
142,"XXXX","red","neutral",1,434.850618709,102,"n","y","y","Neu","Neu",3
143,"BLUE","blue","congruent",1,366.77360069,102,"n","n","n","Neu","Neu",3
144,"XXXX","blue","neutral",1,350.092872046,102,"n","n","y","Neu","Neu",3
145,"RED","red","congruent",1,300.732710864,102,"n","n","n","Neu","Neu",3
146,"RED","blue","incongruent",0,317.013079301,102,"n","y","n","Inc","Neu",3
147,"RED","red","congruent",1,383.451121394,102,"n","y","n","Neu","Inc",3
148,"XXXX","blue","neutral",1,451.323467772,102,"n","n","n","Neu","Neu",3
149,"XXXX","red","neutral",1,467.175244354,102,"n","y","n","Neu","Neu",3
150,"XXXX","blue","neutral",1,317.302442156,102,"n","y","n","Neu","Neu",3
1,"XXXX","blue","neutral",1,535.042779054,103,"n","n","n","Neu",NA,3
2,"RED","blue","incongruent",1,584.032093175,103,"n","n","y","Inc","Neu",3
3,"BLUE","blue","congruent",1,534.115661867,103,"n","n","y","Neu","Inc",3
4,"BLUE","blue","congruent",1,450.275087729,103,"n","y","y","Neu","Neu",3
5,"XXXX","blue","neutral",1,434.644022491,103,"n","n","y","Neu","Neu",3
6,"RED","blue","incongruent",1,617.894642521,103,"n","n","y","Inc","Neu",3
7,"RED","blue","incongruent",1,766.119485721,103,"n","y","y","Inc","Inc",3
8,"XXXX","blue","neutral",1,450.307488441,103,"n","n","y","Neu","Inc",3
9,"XXXX","blue","neutral",1,417.526041158,103,"n","y","y","Neu","Neu",3
10,"RED","blue","incongruent",1,450.450245291,103,"n","n","y","Inc","Neu",3
11,"XXXX","blue","neutral",1,449.770466425,103,"n","n","y","Neu","Inc",3
12,"BLUE","red","incongruent",1,333.803201094,103,"n","n","n","Inc","Neu",3
13,"RED","blue","incongruent",0,350.357854273,103,"n","n","n","Inc","Inc",3
14,"BLUE","blue","congruent",1,450.490986928,103,"n","n","y","Neu","Inc",3
15,"XXXX","blue","neutral",1,433.485927992,103,"n","n","y","Neu","Neu",3
16,"RED","blue","incongruent",1,417.484657839,103,"n","n","y","Inc","Neu",3
17,"BLUE","blue","congruent",1,450.348230544,103,"n","n","y","Neu","Inc",3
18,"XXXX","blue","neutral",1,451.109813992,103,"n","n","y","Neu","Neu",3
19,"XXXX","red","neutral",1,450.602625962,103,"n","y","n","Neu","Neu",3
20,"RED","blue","incongruent",1,817.524757702,103,"n","n","n","Inc","Neu",3
21,"XXXX","blue","neutral",1,466.815304942,103,"n","n","y","Neu","Inc",3
22,"XXXX","blue","neutral",1,400.648019742,103,"n","y","y","Neu","Neu",3
23,"RED","blue","incongruent",1,433.44005337,103,"n","n","y","Inc","Neu",3
24,"BLUE","blue","congruent",1,399.932631757,103,"n","n","y","Neu","Inc",3
25,"XXXX","blue","neutral",1,450.298506301,103,"n","n","y","Neu","Neu",3
26,"RED","red","congruent",1,617.606562562,103,"n","n","n","Neu","Neu",3
27,"XXXX","blue","neutral",1,449.966475833,103,"n","n","n","Neu","Neu",3
28,"RED","red","congruent",1,450.956470333,103,"n","n","n","Neu","Neu",3
29,"XXXX","blue","neutral",1,467.49829175,103,"n","n","n","Neu","Neu",3
30,"BLUE","blue","congruent",1,451.05271088,103,"n","n","y","Neu","Neu",3
31,"RED","blue","incongruent",1,933.921256103,103,"n","n","y","Inc","Neu",3
32,"RED","blue","incongruent",1,899.815218057,103,"n","y","y","Inc","Inc",3
33,"XXXX","red","neutral",1,750.314545818,103,"n","n","n","Neu","Inc",3
34,"RED","blue","incongruent",1,617.853900418,103,"n","n","n","Inc","Neu",3
35,"BLUE","red","incongruent",1,817.918702494,103,"n","n","n","Inc","Inc",3
36,"XXXX","red","neutral",1,483.285908122,103,"n","n","y","Neu","Inc",3
37,"BLUE","blue","congruent",1,450.400521047,103,"n","n","n","Neu","Neu",3
38,"XXXX","blue","neutral",1,450.034165289,103,"n","n","y","Neu","Neu",3
